chrom	start	end	nSites	recombRate	CI95LO	CI95HI
b'21'	1088000	1104000	916	4.96960743073334e-10	1.0705907378901359e-10	1.4391526259200554e-09
b'21'	1104000	1120000	766	6.106436766797653e-10	9.34661314458165e-11	1.5639432826011522e-09
b'21'	1120000	1136000	959	1.761404183249966e-09	8.54495848708532e-10	2.230760115147974e-09
b'21'	1136000	1152000	521	1.1836127525290053e-10	0	8.420680891738773e-10
b'21'	1152000	1168000	422	6.513501105291029e-12	0	6.200299984328396e-10
b'21'	1168000	1184000	886	5.437497348315441e-10	9.409496030569023e-11	1.4960421575272214e-09
b'21'	1184000	1200000	807	5.87594456327507e-10	7.041691109355825e-11	1.540894062248894e-09
b'21'	1200000	1216000	786	3.9303844685247695e-10	9.200482937445769e-11	1.3109225489109851e-09
b'21'	1216000	1232000	895	4.1992245139789495e-10	6.353209250688271e-11	1.3646205156181567e-09
b'21'	1232000	1248000	604	6.031764627394677e-10	8.599891750551895e-11	1.5564760686608546e-09
b'21'	1248000	1264000	1020	9.749859592340671e-11	0	9.048621663664936e-10
b'21'	1264000	1280000	1001	1.9987879180168054e-10	0	1.1424552114952108e-09
b'21'	1280000	1296000	955	2.75976596640382e-09	2.0049334032825652e-09	3.1142156637744604e-09
b'21'	1296000	1312000	676	6.838439902854212e-10	1.3925502192013191e-10	1.616168663305156e-09
b'21'	1312000	1328000	881	1.4289154865236633e-09	5.666873517999662e-10	2.0109189319610144e-09
b'21'	1328000	1344000	590	2.7548587136816047e-09	2.0000261505603497e-09	3.109308411052245e-09
b'21'	1344000	1360000	248	8.516266736231882e-10	2.235293411452601e-10	1.7443901756371372e-09
b'21'	1408000	1424000	181	8.9706041536053e-10	1.946418059720634e-10	1.7091864317967397e-09
b'21'	1424000	1440000	488	2.8965623536419133e-10	1.1105705500050245e-11	1.190328516565245e-09
b'21'	1440000	1456000	859	2.0843285915457285e-09	1.2380196158685606e-09	2.5112933495392593e-09
b'21'	1456000	1472000	656	9.386047941308565e-10	2.10396308951896e-10	1.7690703016039781e-09
b'21'	1472000	1488000	1073	1.1583280983626664e-09	3.8368938824115513e-10	1.893099358864809e-09
b'21'	1488000	1504000	1080	1.2590275765224604e-09	4.2297313695443686e-10	1.944386190827647e-09
b'21'	1504000	1520000	970	7.512307730947161e-10	1.3018545792023166e-10	1.634786174160266e-09
b'21'	1520000	1536000	1103	2.202877386844196e-09	1.4465906008696932e-09	2.5912771547474762e-09
b'21'	1536000	1552000	1057	1.662692269553879e-09	7.999629052168119e-10	2.137037166248724e-09
b'21'	1552000	1568000	507	1.5055818213788966e-09	6.797168130540745e-10	2.0670433764053515e-09
b'21'	1568000	1584000	1010	2.8890969962712648e-09	2.1587206757366333e-09	3.2205105817350003e-09
b'21'	1584000	1600000	1002	2.923678826211203e-09	2.1933025056765715e-09	3.2550924116749385e-09
b'21'	1600000	1616000	1061	2.813444293486e-09	2.0830679729513686e-09	3.1448578789497357e-09
b'21'	1616000	1632000	842	1.2565613280368959e-09	4.205068884688723e-10	1.941919942342083e-09
b'21'	1632000	1648000	1077	9.56901716094311e-10	2.286932309153504e-10	1.7873672235674325e-09
b'21'	1648000	1664000	982	1.0191172861887962e-09	2.9878855480374027e-10	1.8127591217724099e-09
b'21'	1664000	1680000	1028	2.7554935828675153e-09	2.0006610197462603e-09	3.1099432802381555e-09
b'21'	1680000	1696000	731	8.608543811118709e-10	2.3275704863394278e-10	1.75361788312582e-09
b'21'	1696000	1712000	1102	1.614780218857736e-09	7.381261750556307e-10	2.146858022896258e-09
b'21'	1712000	1728000	854	3.0434890782079916e-09	2.31311275767336e-09	3.3749026636717272e-09
b'21'	1728000	1744000	990	2.8568680399793455e-09	2.126491719444714e-09	3.188281625443081e-09
b'21'	1744000	1760000	1024	8.405514758704661e-10	2.1245414339253793e-10	1.7333149778844152e-09
b'21'	1760000	1776000	1151	2.8697407628242694e-09	2.139364442289638e-09	3.201154348288005e-09
b'21'	1776000	1792000	1175	6.039752077208938e-10	8.679766248694505e-11	1.5572748136422808e-09
b'21'	1792000	1808000	1047	1.1247837643877654e-09	3.414085219353433e-10	1.874079023560321e-09
b'21'	1808000	1824000	1296	1.0578236974534818e-09	3.374949660684259e-10	1.8514655330370955e-09
b'21'	1824000	1840000	1267	1.8237080074730535e-09	1.0220525737710226e-09	2.2808163197858795e-09
b'21'	1840000	1856000	1191	1.540857539815237e-09	6.726252884432339e-10	2.1182529990377664e-09
b'21'	1856000	1872000	1276	6.701815108696875e-10	1.347107653478387e-10	1.5582336843341247e-09
b'21'	1872000	1888000	1255	1.0318849201910057e-09	3.115561888059498e-10	1.8255267557746194e-09
b'21'	1888000	1904000	1160	1.3545474416205138e-09	5.00618489071637e-10	1.9609177622421213e-09
b'21'	1904000	1920000	1079	0	0	5.986470541508015e-10
b'21'	1920000	1936000	1072	3.673273607647881e-11	0	6.502492334040274e-10
b'21'	1936000	1952000	959	1.561842039048047e-09	6.531310117892898e-10	2.1302258290819245e-09
b'21'	1952000	1968000	878	2.814508937910575e-09	2.0841326173759436e-09	3.1459225233743107e-09
b'21'	1968000	1984000	1393	9.83034009372596e-10	2.393424954456487e-10	1.8137175202388328e-09
b'21'	1984000	2000000	984	2.783038903984323e-09	2.0526625834496915e-09	3.1144524894480586e-09
b'21'	2000000	2016000	1062	5.032377641921881e-10	1.1333609490786766e-10	1.4454296470389094e-09
b'21'	2016000	2032000	526	5.283245064924899e-10	6.42410570451177e-11	1.4798013093942416e-09
b'21'	2032000	2048000	1291	2.8461829522563414e-09	2.1627003761648205e-09	3.194047389511993e-09
b'21'	2048000	2064000	1016	3.023344715821068e-09	2.2929683952864367e-09	3.3547583012848038e-09
b'21'	2064000	2080000	1023	2.5211481036955174e-09	1.807403384812326e-09	2.880109242286758e-09
b'21'	2080000	2096000	680	8.76369822821235e-10	1.946726824178983e-10	1.7588879036570714e-09
b'21'	2096000	2112000	1070	1.4251523395448303e-09	5.994468550030803e-10	2.0338470841530594e-09
b'21'	2112000	2128000	885	1.3348740788586975e-09	5.07934301093763e-10	1.978680797905988e-09
b'21'	2128000	2144000	1119	2.000505107570359e-09	1.191798525314401e-09	2.4407700709453733e-09
b'21'	2144000	2160000	1408	2.2634150679960067e-09	1.4256806639271384e-09	2.660301930259919e-09
b'21'	2160000	2176000	1255	1.3788060716052354e-09	5.598564662528984e-10	1.9948369090577766e-09
b'21'	2176000	2192000	1163	8.277622609012682e-10	1.9966492842334004e-10	1.7205257629152171e-09
b'21'	2192000	2208000	1338	1.2553535913346674e-09	4.192991517666438e-10	1.940712205639854e-09
b'21'	2208000	2224000	1279	6.38131975016868e-10	1.4757881026098778e-10	1.5985529455473744e-09
b'21'	2224000	2240000	857	9.640517820249328e-10	2.358432968459723e-10	1.7945172894980544e-09
b'21'	2240000	2256000	1204	4.85427435717668e-10	9.552576643334754e-11	1.4276193185643893e-09
b'21'	2256000	2272000	875	4.904628285464132e-10	1.0056115926209271e-10	1.4326547113931344e-09
b'21'	2272000	2288000	549	6.887437669220748e-10	1.4415479855678546e-10	1.6210684399418096e-09
b'21'	2288000	2304000	520	6.79327704105461e-10	1.4385695858361219e-10	1.5673798775698981e-09
b'21'	2304000	2320000	804	3.7874666328677706e-10	7.77130458087578e-11	1.2966307653452853e-09
b'21'	2320000	2336000	1108	4.724454879924795e-10	1.1921476831839925e-10	1.3855369432160377e-09
b'21'	2336000	2352000	1125	4.942390886338571e-10	3.015563918648482e-11	1.4457158915356088e-09
b'21'	2352000	2368000	1109	1.1865395135139406e-09	4.222055049289413e-10	1.9140002218524527e-09
b'21'	2368000	2384000	1155	1.1761589432407413e-09	4.0152023311923e-10	1.9109302037428837e-09
b'21'	2384000	2400000	1064	1.5633759573633383e-09	6.54664930104581e-10	2.131759747397216e-09
b'21'	2400000	2416000	755	2.8372158033846723e-09	2.1068394828500408e-09	3.168629388848408e-09
b'21'	2416000	2432000	1385	1.7043706832299055e-09	8.7737022622556e-10	2.2289323440050966e-09
b'21'	2432000	2448000	1061	1.4401411280381747e-09	5.779129933144777e-10	2.022144573475526e-09
b'21'	2448000	2464000	1367	1.707984922033917e-09	8.809844650295714e-10	2.232546582809108e-09
b'21'	2464000	2480000	953	2.2359697446194346e-09	1.404671109135289e-09	2.6047243436976925e-09
b'21'	2480000	2496000	1167	2.759638125340713e-09	2.004805562219458e-09	3.114087822711353e-09
b'21'	2496000	2512000	1342	8.658513717811135e-10	2.3775403930318536e-10	1.7586148737950624e-09
b'21'	2512000	2528000	1418	7.128811066075723e-10	1.6829213824228293e-10	1.645205779627307e-09
b'21'	2528000	2544000	1201	2.288518921643664e-09	1.5393909619786894e-09	2.638775362161446e-09
b'21'	2544000	2560000	778	2.024962076336209e-09	1.2388229919506916e-09	2.4328984165993577e-09
b'21'	2560000	2576000	849	2.8383380136680733e-09	2.1079616931334418e-09	3.169751599131809e-09
b'21'	2576000	2592000	1143	1.687923232210892e-09	8.532398153826508e-10	2.214498743183796e-09
b'21'	2592000	2608000	949	1.5693539599800044e-09	6.606429327212471e-10	2.1377377500138815e-09
b'21'	2608000	2624000	873	3.0689171391454545e-09	2.338540818610823e-09	3.40033072460919e-09
b'21'	2624000	2640000	978	1.769150628985998e-09	8.622422944445638e-10	2.2385065608840054e-09
b'21'	2640000	2656000	758	1.3526987801030696e-09	4.987698275541928e-10	1.9590691007246773e-09
b'21'	2656000	2672000	1085	1.3772890990838843e-09	5.583394937315473e-10	1.9933199365364257e-09
b'21'	2672000	2688000	891	1.3895924307922763e-09	5.706428254399393e-10	2.0056232682448177e-09
b'21'	2688000	2704000	884	1.5078878448907285e-09	6.820228365659065e-10	2.0693493999171834e-09
b'21'	2704000	2720000	990	8.172430560487119e-10	1.7619273766469418e-10	1.7283904968783637e-09
b'21'	2720000	2736000	907	9.464164621573508e-10	2.40257372621044e-10	1.7820130873833825e-09
b'21'	2736000	2752000	1022	1.1469263723040831e-09	3.63551129851661e-10	1.8962216314766385e-09
b'21'	2752000	2768000	1043	1.2388495726661591e-09	3.8261103564916353e-10	1.920053005217118e-09
b'21'	2768000	2784000	1047	1.3876233669168587e-09	5.686737615645217e-10	2.0036542043694003e-09
b'21'	2784000	2800000	630	1.613144501177378e-09	7.364904573752727e-10	2.1452223052159e-09
b'21'	2800000	2816000	1071	7.552818601987506e-10	1.5107470922055295e-10	1.6544342516302077e-09
b'21'	2816000	2832000	1194	2.802503291469113e-09	2.0721269709344816e-09	3.1339168769328486e-09
b'21'	2832000	2848000	584	1.3589468687707993e-09	5.050179162219225e-10	1.965317189392407e-09
b'21'	2848000	2864000	1118	2.8537949700888697e-09	2.1234186495542382e-09	3.1852085555526053e-09
b'21'	2864000	2880000	1203	4.672768713190226e-10	1.1404615164494232e-10	1.3803683265425807e-09
b'21'	2880000	2896000	603	5.031385316164974e-10	1.1323686233217694e-10	1.4453304144632188e-09
b'21'	2896000	2912000	549	9.457677812293577e-10	2.1755929605039715e-10	1.7762332887024793e-09
b'21'	2912000	2928000	471	2.1518169503253003e-09	1.2867318190178477e-09	2.562828353015365e-09
b'21'	2928000	2944000	864	2.643994959684656e-09	1.938907984767654e-09	2.9703079196708525e-09
b'21'	2944000	2960000	1003	1.884179260844138e-09	1.0338025640070638e-09	2.3629510996851787e-09
b'21'	2960000	2976000	1366	8.562589532976284e-10	1.745618128942917e-10	1.7387770341334648e-09
b'21'	2976000	2992000	1317	1.8891864439100294e-09	1.0388097470729554e-09	2.3679582827510703e-09
b'21'	2992000	3008000	1409	1.098102341404198e-09	3.659753601420714e-10	1.8615505072011852e-09
b'21'	3008000	3024000	1036	5.047300302999221e-10	4.0646580852549906e-11	1.456206833201674e-09
b'21'	3024000	3040000	1420	7.486452261578867e-10	1.6829853045793535e-10	1.6780347359540386e-09
b'21'	3040000	3056000	982	1.4422988758530303e-09	5.800707411293333e-10	2.0243023212903816e-09
b'21'	3056000	3072000	1228	1.942443429888028e-09	1.1400759740780564e-09	2.416877510798441e-09
b'21'	3072000	3088000	1043	2.8317145009037136e-09	2.101338180369082e-09	3.163128086367449e-09
b'21'	3088000	3104000	1311	1.4475196506834237e-09	5.852915159597267e-10	2.0295230961207752e-09
b'21'	3104000	3120000	1372	1.3004134067622794e-09	4.077079777391909e-10	1.92848954230711e-09
b'21'	3120000	3136000	1410	1.173948423606926e-09	3.9930971348541484e-10	1.9087196841090687e-09
b'21'	3136000	3152000	1370	1.389823279854283e-09	5.70873674501946e-10	2.0058541173068242e-09
b'21'	3152000	3168000	1172	1.1607835524709422e-09	3.86144842349431e-10	1.895554812973085e-09
b'21'	3168000	3184000	1162	2.0835752014833777e-09	1.2372662258062098e-09	2.5105399594769085e-09
b'21'	3184000	3200000	1368	1.3066454093859084e-09	4.1393998036281996e-10	1.9347215449307388e-09
b'21'	3200000	3216000	1332	4.2605057456186685e-10	3.775882303220998e-11	1.369646964474793e-09
b'21'	3216000	3232000	752	8.707445419213763e-10	1.8904740151803957e-10	1.7532626227572125e-09
b'21'	3232000	3248000	1443	2.376834101165402e-09	1.6416599185231622e-09	2.737179365903673e-09
b'21'	3248000	3264000	1533	1.22144711966145e-09	4.4210809995394657e-10	1.9041922745177844e-09
b'21'	3264000	3280000	1262	1.3149189814547624e-09	4.2221355243167394e-10	1.9429951169995928e-09
b'21'	3280000	3296000	1498	1.0500280466143106e-09	3.296993152292547e-10	1.8436698821979243e-09
b'21'	3296000	3312000	1338	8.787290262216969e-10	1.970318858183602e-10	1.7612471070575333e-09
b'21'	3312000	3328000	1154	1.424584505926124e-09	5.98879021384374e-10	2.0332792505343533e-09
b'21'	3328000	3344000	1161	3.881544696766441e-10	8.712085219862484e-11	1.3060385717351524e-09
b'21'	3344000	3360000	1187	1.0321524643729784e-09	3.118237329879225e-10	1.8257942999565921e-09
b'21'	3360000	3376000	959	6.543282166185887e-10	1.6377505186270848e-10	1.614749187149095e-09
b'21'	3376000	3392000	917	2.487797143139752e-10	0	1.1638387040062164e-09
b'21'	3392000	3408000	1235	1.995790040087653e-09	1.187083457831695e-09	2.4360550034626674e-09
b'21'	3408000	3424000	1185	1.5836202138623005e-09	7.107676000643086e-10	2.116641629756142e-09
b'21'	3424000	3440000	1146	9.33278637318405e-10	2.271195477820982e-10	1.7688752625444367e-09
b'21'	3440000	3456000	842	2.7242511590880518e-09	1.934491806728243e-09	3.055474457876482e-09
b'21'	3456000	3472000	300	6.702140069215964e-10	1.3474326139974752e-10	1.5582661803860334e-09
b'21'	3472000	3488000	1378	5.153124792532642e-10	5.1229029805891945e-11	1.466789282155016e-09
b'21'	3488000	3504000	995	7.506598493606442e-10	1.2961453418615981e-10	1.6342152504261944e-09
b'21'	3504000	3520000	1227	1.7673949699729428e-09	8.604866354315087e-10	2.2367509018709506e-09
b'21'	3520000	3536000	1271	1.8495932474587895e-09	1.081846561788422e-09	2.2798964072295623e-09
b'21'	3536000	3552000	1522	8.596966069606695e-10	1.7799946655733284e-10	1.7422146877965058e-09
b'21'	3552000	3568000	859	2.4621918882069505e-09	1.624298328116387e-09	2.8396513851988113e-09
b'21'	3568000	3584000	1293	1.0942110326391937e-09	3.62084051377067e-10	1.8576591984361809e-09
b'21'	3584000	3600000	1189	2.0894939187415382e-09	1.2431849430643703e-09	2.516458676735069e-09
b'21'	3600000	3616000	1010	1.5852804780235868e-09	7.124278642255948e-10	2.118301893917428e-09
b'21'	3616000	3632000	895	1.6540815135660437e-09	7.913521492289767e-10	2.128426410260889e-09
b'21'	3632000	3648000	361	5.622538202181948e-11	0	8.178602621860498e-10
b'21'	3648000	3664000	268	1.0070623726508873e-09	2.633708587239399e-10	1.837745883517124e-09
b'21'	3664000	3680000	877	1.2450787655276314e-09	3.8884022851063583e-10	1.92628219807859e-09
b'21'	3680000	3696000	861	5.964944869860146e-10	7.931694175206584e-11	1.5497940929074016e-09
b'21'	3696000	3712000	1206	2.2641070544756094e-09	1.4263726504067412e-09	2.6609939167395216e-09
b'21'	3712000	3728000	1292	6.536893159608591e-10	1.1821857043901026e-10	1.5417414894252963e-09
b'21'	3728000	3744000	1056	1.654844124133921e-09	7.921147597968539e-10	2.129189020828766e-09
b'21'	3744000	3760000	829	1.8864458106242033e-09	1.0360691137871293e-09	2.365217649465244e-09
b'21'	3760000	3776000	1112	2.0306040787474417e-09	1.2444649943619241e-09	2.43854041901059e-09
b'21'	3776000	3792000	1041	2.263335073880495e-09	1.4256006698116266e-09	2.660221936144407e-09
b'21'	3792000	3808000	692	1.0176236570770833e-09	3.072839353114873e-10	1.8660169848895853e-09
b'21'	3808000	3824000	1350	1.9273118319488414e-09	1.05414618660572e-09	2.3900626196374898e-09
b'21'	3824000	3840000	1279	1.8588571890421619e-09	1.0911105033717945e-09	2.289160348812935e-09
b'21'	3840000	3856000	1226	1.3906051787229097e-09	5.716555733705727e-10	2.006636016175451e-09
b'21'	3856000	3872000	1031	1.7074416099758535e-09	8.804411529715081e-10	2.232003270751045e-09
b'21'	3872000	3888000	1027	2.140531201082872e-09	1.2754460697754193e-09	2.5515426037729367e-09
b'21'	3888000	3904000	877	2.435553711321797e-09	1.5499073217627832e-09	2.813244323440694e-09
b'21'	3904000	3920000	1153	1.5310977094765485e-09	6.628654581045454e-10	2.1084931686990776e-09
b'21'	3920000	3936000	1165	2.848560613703039e-09	2.1181842931684075e-09	3.1799741991667746e-09
b'21'	3936000	3952000	1175	1.5061089850921465e-09	6.802439767673245e-10	2.0675705401186012e-09
b'21'	3952000	3968000	1241	2.51832274143999e-09	1.8045780225567988e-09	2.8772838800312308e-09
b'21'	3968000	3984000	1141	1.228747660504218e-09	4.4940864079671446e-10	1.9114928153605525e-09
b'21'	3984000	4000000	1097	5.67092300760299e-10	7.588904768790698e-11	1.50550932817878e-09
b'21'	4000000	4016000	1276	1.1779735511884514e-09	4.033348410669402e-10	1.912744811690594e-09
b'21'	4016000	4032000	1159	7.558717233495791e-10	1.516645723713814e-10	1.655024114781036e-09
b'21'	4032000	4048000	403	2.347635024878481e-09	1.515843639109316e-09	2.7464277070886947e-09
b'21'	4048000	4064000	1225	2.153649687780498e-09	1.2885645564730456e-09	2.564661090470563e-09
b'21'	4064000	4080000	1331	1.9285635280341734e-09	1.0553978826910522e-09	2.391314315722822e-09
b'21'	4080000	4096000	679	7.548796510951642e-10	1.3383433592067975e-10	1.638435052160714e-09
b'21'	4096000	4112000	1345	1.1934624808854793e-09	4.2912847230048e-10	1.9209231892239912e-09
b'21'	4112000	4128000	671	2.002318307521955e-09	1.193611725265997e-09	2.4425832708969694e-09
b'21'	4128000	4144000	680	5.622894640330972e-10	7.108621096070522e-11	1.500706491451578e-09
b'21'	4144000	4160000	1035	3.906467972406769e-10	8.961317976265765e-11	1.3085308992991852e-09
b'21'	4160000	4176000	916	4.677357534508076e-10	1.1450503377672737e-10	1.3808272086743658e-09
b'21'	4176000	4192000	1648	1.3111607657029727e-09	4.184553366798842e-10	1.939236901247803e-09
b'21'	4192000	4208000	940	6.593892773410962e-10	1.6883611258521595e-10	1.6198102478716025e-09
b'21'	4208000	4224000	1753	6.39224779363726e-10	1.486716146078458e-10	1.5996457498942324e-09
b'21'	4224000	4240000	1408	1.3683305024840165e-09	5.144015499351396e-10	1.974700823105624e-09
b'21'	4240000	4256000	1542	1.8605563537686546e-09	1.0928096680982872e-09	2.2908595135394274e-09
b'21'	4256000	4272000	1445	8.542193774752202e-10	1.725222370718835e-10	1.7367374583110566e-09
b'21'	4272000	4288000	801	1.2225215484130043e-09	4.431825287055008e-10	1.905266703269339e-09
b'21'	4288000	4304000	1183	1.201809544786503e-10	0	8.438877683996271e-10
b'21'	4304000	4320000	1124	5.927209078783953e-10	7.554336264444648e-11	1.5460205137997824e-09
b'21'	4320000	4336000	529	7.988220809055016e-10	1.5777176252148385e-10	1.7099695217351532e-09
b'21'	4352000	4368000	695	4.5439821744621984e-10	1.0116749777213957e-10	1.367489672669778e-09
b'21'	4368000	4384000	705	2.8524203671569014e-09	2.12204404662227e-09	3.183833952620637e-09
b'21'	4384000	4400000	1325	7.630776231792053e-10	1.5887047220100758e-10	1.6622300146106623e-09
b'21'	4400000	4416000	1146	5.724011189583255e-10	8.119786588593348e-11	1.5108181463768064e-09
b'21'	4416000	4432000	1011	1.1304112881132928e-09	3.470360456608707e-10	1.8797065472858484e-09
b'21'	4432000	4448000	841	7.731401894422176e-10	1.5209487426773324e-10	1.6566955905077676e-09
b'21'	4448000	4464000	1065	1.0122021493493548e-09	3.018624275837588e-10	1.860595477161857e-09
b'21'	4464000	4480000	338	1.0317868962491473e-09	3.114581648640914e-10	1.825428731832761e-09
b'21'	4480000	4496000	568	2.551243147355312e-10	0	1.2187013273603702e-09
b'21'	4496000	4512000	1109	7.954967678881696e-10	1.5444644950415188e-10	1.7066442087178214e-09
b'21'	4512000	4528000	757	5.469777590554315e-10	9.732298452957757e-11	1.4992701817511086e-09
b'21'	4528000	4544000	1056	8.157952871593783e-10	1.7474496877536052e-10	1.7269427279890298e-09
b'21'	4544000	4560000	1334	3.037383894907374e-10	2.5187859626596323e-11	1.204410670691791e-09
b'21'	4560000	4576000	1044	1.0725586869378241e-09	2.805489569160209e-10	1.8071224078988587e-09
b'21'	4576000	4592000	269	8.656053088849884e-10	2.375079764070603e-10	1.7583688108989376e-09
b'21'	4592000	4608000	590	1.8605338258308282e-09	1.0927871401604608e-09	2.290836985601601e-09
b'21'	4608000	4624000	991	7.179882912973392e-10	1.376415955973878e-10	1.6473778010934913e-09
b'21'	4624000	4640000	1335	6.622336344683348e-10	1.2676288894648595e-10	1.550285807932772e-09
b'21'	4640000	4656000	1238	1.3347600187133091e-09	5.078202409483746e-10	1.9785667377605997e-09
b'21'	4656000	4672000	1082	1.7750683494327506e-09	8.681600148913165e-10	2.2444242813307583e-09
b'21'	4672000	4688000	1456	2.1732252373907144e-09	1.3789672502328941e-09	2.5853919603646646e-09
b'21'	4688000	4704000	1181	1.3657409110468244e-09	5.118119584979475e-10	1.972111231668432e-09
b'21'	4704000	4720000	1182	7.629028821393401e-10	1.5869573116114246e-10	1.662055273570797e-09
b'21'	4720000	4736000	1224	1.0593288452995027e-09	3.390001139144468e-10	1.8529706808831164e-09
b'21'	4736000	4752000	1026	1.0325504537878623e-09	3.1222172240280644e-10	1.826192289371476e-09
b'21'	4752000	4768000	1105	4.0255101898642475e-10	4.616066009541251e-11	1.3472490832066865e-09
b'21'	4768000	4784000	862	1.2173242609514176e-09	4.3798524124391415e-10	1.900069415807752e-09
b'21'	4784000	4800000	959	1.5590098486343735e-09	6.502988213756163e-10	2.127393638668251e-09
b'21'	4800000	4816000	598	9.888176836052248e-10	2.4512616967827747e-10	1.8195011944714616e-09
b'21'	4816000	4832000	844	7.996812575785524e-10	1.5863093919453469e-10	1.7108286984082042e-09
b'21'	4832000	4848000	1152	1.2666168375595549e-09	4.305623979915313e-10	1.9519754518647417e-09
b'21'	4848000	4864000	1297	1.8619693837804113e-09	1.0942226981100439e-09	2.292272543551184e-09
b'21'	4864000	4880000	1469	7.468708021700714e-10	1.6652410647012003e-10	1.6762603119662233e-09
b'21'	4880000	4896000	1218	1.0328524253438474e-09	3.1252369395879146e-10	1.826494260927461e-09
b'21'	4896000	4912000	1234	1.1434462368338103e-10	0	8.380514376043578e-10
b'21'	4912000	4928000	1534	1.8829947498477212e-09	1.0326180530106472e-09	2.361766588688762e-09
b'21'	4928000	4944000	865	1.0270184121351022e-09	3.0668968075004636e-10	1.820660247718716e-09
b'21'	4944000	4960000	1699	1.3696123271941629e-09	5.15683374645286e-10	1.9759826478157705e-09
b'21'	4960000	4976000	1585	1.2713344033008526e-09	4.35279963732829e-10	1.9566930176060392e-09
b'21'	4976000	4992000	885	7.650964197833916e-10	1.4405110460890724e-10	1.6486518208489416e-09
b'21'	4992000	5008000	516	2.6639308692841474e-09	1.8970137145022043e-09	2.987873697401799e-09
b'21'	5008000	5024000	1011	6.562839662159482e-10	1.2081322069409934e-10	1.5443361396803853e-09
b'21'	5024000	5040000	812	1.7012290327145424e-09	8.74228575710197e-10	2.2257906934897336e-09
b'21'	5040000	5056000	962	6.775180926749346e-10	1.420473471530858e-10	1.5655702661393716e-09
b'21'	5056000	5072000	1014	4.1143111341676747e-10	5.504075452575523e-11	1.3561291776370291e-09
b'21'	5072000	5088000	875	7.980792321237928e-10	1.5702891373977509e-10	1.7092266729534444e-09
b'21'	5088000	5104000	1141	1.7089064741808387e-09	8.819060171764932e-10	2.2334681349560298e-09
b'21'	5104000	5120000	1308	1.775919651295676e-09	8.690113167542419e-10	2.2452755831936836e-09
b'21'	5120000	5136000	1028	1.730591550326897e-09	8.499753759012002e-10	2.239376597753027e-09
b'21'	5136000	5152000	1153	1.4852267517262348e-09	6.132051731688655e-10	2.06335193833839e-09
b'21'	5152000	5168000	1138	6.039407678867389e-10	8.676322265279014e-11	1.5572403738081258e-09
b'21'	5168000	5184000	1085	1.431816185790796e-09	6.06110701249046e-10	2.040510930399025e-09
b'21'	5184000	5200000	834	1.2515780973957734e-09	3.953395603787778e-10	1.932781529946732e-09
b'21'	5200000	5216000	1288	1.1788707577742445e-09	4.0423204765273324e-10	1.913642018276387e-09
b'21'	5216000	5232000	1013	1.1665307356184401e-09	3.9189202549692886e-10	1.9013019961205827e-09
b'21'	5232000	5248000	1152	7.199199124442346e-10	1.3957321674428322e-10	1.6493094222403867e-09
b'21'	5248000	5264000	924	1.208359403285982e-09	4.2902038357847853e-10	1.8911045581423164e-09
b'21'	5264000	5280000	1357	1.1741412443137082e-09	3.9950253419219696e-10	1.9089125048158506e-09
b'21'	5280000	5296000	1040	1.7087391593859648e-09	8.817387023816193e-10	2.233300820161156e-09
b'21'	5296000	5312000	761	1.0305371314859188e-09	3.102084001008629e-10	1.8241789670695325e-09
b'21'	5312000	5328000	1334	6.015223661633323e-10	1.1031911309094033e-10	1.5399393935818132e-09
b'21'	5328000	5344000	1339	7.74684993622504e-10	1.7047784264430628e-10	1.673837385053961e-09
b'21'	5344000	5360000	1309	1.0958600266014955e-09	3.637330453393688e-10	1.8593081923984826e-09
b'21'	5360000	5376000	1543	5.187675272753791e-10	5.468407782800682e-11	1.470244330177131e-09
b'21'	5376000	5392000	1319	1.446022564549667e-09	5.8379442982597e-10	2.028026009987018e-09
b'21'	5392000	5408000	1540	1.4336865748075126e-09	5.714584400838155e-10	2.015690020244864e-09
b'21'	5408000	5424000	1306	3.0907462000249075e-10	3.0524090138349664e-11	1.2097469012035444e-09
b'21'	5424000	5440000	1262	1.3886021609588988e-09	5.696525556065618e-10	2.0046329984114402e-09
b'21'	5440000	5456000	1503	5.054356336662255e-10	1.1553396438190505e-10	1.447627516512947e-09
b'21'	5456000	5472000	1386	2.9624894665603626e-10	1.7698416791895173e-11	1.19692122785709e-09
b'21'	5472000	5488000	1530	1.1201952047329083e-09	3.368199622804862e-10	1.8694904639054637e-09
b'21'	5488000	5504000	1383	6.571104225545233e-10	1.2163967703267446e-10	1.5451625960189605e-09
b'21'	5504000	5520000	1400	2.142442337755328e-09	1.2773572064478753e-09	2.5534537404453927e-09
b'21'	5520000	5536000	1145	5.867149197814429e-10	6.953737454749409e-11	1.5400145257028299e-09
b'21'	5536000	5552000	1134	7.226700154384392e-10	1.4232331973848787e-10	1.6520595252345914e-09
b'21'	5552000	5568000	1123	2.8427392849194637e-09	2.112362964384832e-09	3.1741528703831993e-09
b'21'	5568000	5584000	1550	9.539309190543208e-10	2.257224338753603e-10	1.7843964265274424e-09
b'21'	5584000	5600000	1296	1.0501047263318898e-09	3.297759949468339e-10	1.8437465619155035e-09
b'21'	5600000	5616000	1153	2.1451888522284628e-09	1.2801037209210102e-09	2.5562002549185276e-09
b'21'	5616000	5632000	1523	1.0242724459082417e-09	3.039437145231858e-10	1.8179142814918554e-09
