chrom	start	end	nSites	recombRate	CI95LO	CI95HI	recomb_cM_Mb	recomb_quantile_100
b'18'	5840000	5856000	929	8.23683155513955e-10	1.82632837129937e-10	1.73483059634361e-09	0.0823683155513955	33
b'18'	5856000	5872000	875	6.52256593309405e-10	1.61703428553525e-10	1.61267756383991e-09	0.0652256593309405	22
b'18'	5872000	5888000	658	5.99622730387937e-10	8.2445185153988e-11	1.55292233630932e-09	0.0599622730387937	20
b'18'	5888000	5904000	1109	1.34904649188114e-10	0	9.67555841627584e-10	0.0134904649188114	2
b'18'	5904000	5920000	946	8.679263593288e-10	2.39829026850871e-10	1.76068986134275e-09	0.0867926359328799	36
b'18'	5920000	5936000	732	3.17917690043791e-10	0	1.24132416355132e-09	0.0317917690043791	6
b'18'	5936000	5952000	853	1.16642578383729e-09	3.91787073715783e-10	1.90119704433944e-09	0.116642578383729	52
b'18'	5952000	5968000	742	7.98489993184845e-10	1.57439674800827e-10	1.7096374340145e-09	0.0798489993184845	31
b'18'	5968000	5984000	931	2.02825170350513e-09	1.24211261911961e-09	2.43618804376827e-09	0.202825170350513	85
b'18'	5984000	6000000	751	5.29985493342047e-10	6.59020438946749e-11	1.4814622962438e-09	0.0529985493342047	15
b'18'	6000000	6016000	751	1.29745863346568e-09	4.04753204442589e-10	1.92553476901051e-09	0.129745863346568	59
b'18'	6016000	6032000	977	2.12024645158411e-09	1.31071637527743e-09	2.513571524096e-09	0.212024645158411	86
b'18'	6032000	6048000	783	8.74533372243542e-10	1.92836231840205e-10	1.75705145307938e-09	0.0874533372243542	37
b'18'	6048000	6064000	1328	1.42556145586706e-09	5.99855971325309e-10	2.03425620047529e-09	0.142556145586706	65
b'18'	6064000	6080000	1050	4.71728830430522e-10	1.18498110756442e-10	1.38482028565408e-09	0.0471728830430522	12
b'18'	6080000	6096000	789	4.89149230472629e-10	9.92475611883086e-11	1.43134111331935e-09	0.0489149230472629	12
b'18'	6096000	6112000	961	7.23493331821078e-10	1.43146636121127e-10	1.65288284161723e-09	0.0723493331821078	26
b'18'	6112000	6128000	588	5.06700377570028e-10	4.26169281226557e-11	1.45817718047178e-09	0.0506700377570028	14
b'18'	6128000	6144000	636	7.05046467982196e-10	1.60457499616907e-10	1.63737114100193e-09	0.0705046467982196	25
b'18'	6144000	6160000	1272	5.18792856696126e-10	1.28891187411806e-10	1.46098473954285e-09	0.0518792856696126	15
b'18'	6160000	6176000	866	1.02733740560472e-11	0	6.23789871383596e-10	0.00102733740560472	1
b'18'	6176000	6192000	1029	7.58529408719754e-10	1.78182713019802e-10	1.68791891851591e-09	0.0758529408719754	29
b'18'	6192000	6208000	830	5.20353215434021e-10	1.30451546149701e-10	1.46254509828074e-09	0.0520353215434021	15
b'18'	6208000	6224000	1187	4.0327829258988e-10	4.68879336988675e-11	1.34797635681014e-09	0.040327829258988	9
b'18'	6224000	6240000	1002	1.42231086632492e-09	5.96605381783167e-10	2.03100561093315e-09	0.142231086632492	64
b'18'	6240000	6256000	868	1.85189401279044e-09	1.08414732712008e-09	2.28219717256122e-09	0.185189401279044	80
b'18'	6256000	6272000	773	7.05068198470896e-10	1.60479230105606e-10	1.63739287149063e-09	0.0705068198470896	25
b'18'	6272000	6288000	1012	5.98432736928775e-10	8.1255191694826e-11	1.55173234285016e-09	0.0598432736928775	20
b'18'	6288000	6304000	1266	1.36754867837625e-09	5.13619725827369e-10	1.97391899899785e-09	0.136754867837625	62
b'18'	6304000	6320000	1132	1.31683080343506e-09	4.24125374411973e-10	1.94490693897989e-09	0.131683080343506	61
b'18'	6320000	6336000	1285	1.26465400375544e-09	4.28599564187415e-10	1.95001261806063e-09	0.126465400375544	58
b'18'	6336000	6352000	857	9.8974059390769e-10	2.46049079980743e-10	1.82042410477393e-09	0.098974059390769	42
b'18'	6352000	6368000	1203	1.57885760978677e-09	6.70146582528017e-10	2.14724139982065e-09	0.157885760978677	71
b'18'	6368000	6384000	1097	1.06173897330278e-09	3.41410241917727e-10	1.8553808088864e-09	0.106173897330278	46
b'18'	6384000	6400000	1436	2.23301325182315e-09	1.40171461633901e-09	2.60176785090141e-09	0.223301325182315	89
b'18'	6400000	6416000	1138	1.1874012600914e-09	4.23067251506404e-10	1.91486196842992e-09	0.11874012600914	53
b'18'	6416000	6432000	1290	1.48568064980098e-09	6.13659071243609e-10	2.06380583641313e-09	0.148568064980098	68
b'18'	6432000	6448000	1441	2.51808221084718e-09	1.80433749196399e-09	2.87704334943842e-09	0.251808221084718	92
b'18'	6448000	6464000	1484	2.12380217755846e-09	1.31427210125177e-09	2.51712725007034e-09	0.212380217755846	87
b'18'	6464000	6480000	1411	1.77503829556879e-09	8.68129961027358e-10	2.2443942274668e-09	0.177503829556879	78
b'18'	6480000	6496000	1487	1.45286231062876e-09	5.90634175905063e-10	2.03486575606611e-09	0.145286231062876	67
b'18'	6496000	6512000	1464	1.61419688482163e-09	7.37542841019526e-10	2.14627468886015e-09	0.161419688482163	73
b'18'	6512000	6528000	1590	1.16214883833128e-09	3.87510128209768e-10	1.89692009883342e-09	0.116214883833128	52
b'18'	6528000	6544000	1138	6.40722488504613e-10	1.50169323748733e-10	1.60114345903512e-09	0.0640722488504613	21
b'18'	6544000	6560000	1505	1.82987777168438e-09	1.02822233798235e-09	2.28698608399721e-09	0.182987777168438	80
b'18'	6560000	6576000	1404	1.74017579233602e-09	8.59559617910327e-10	2.24896083976215e-09	0.174017579233602	77
b'18'	6576000	6592000	1260	1.27249243026417e-09	4.36437990696143e-10	1.95785104456935e-09	0.127249243026417	59
b'18'	6592000	6608000	1462	2.12505546854204e-09	1.31552539223536e-09	2.51838054105393e-09	0.212505546854204	87
b'18'	6608000	6624000	1289	1.55761635612622e-09	6.48905328867461e-10	2.1260001461601e-09	0.155761635612622	70
b'18'	6624000	6640000	1465	1.3797031271118e-09	5.60753521759462e-10	1.99573396456434e-09	0.13797031271118	63
b'18'	6640000	6656000	1039	6.0474494549034e-10	8.75674002563911e-11	1.55804455141173e-09	0.060474494549034	20
b'18'	6656000	6672000	1298	9.01534428924437e-10	1.99115819535971e-10	1.71366044536065e-09	0.0901534428924437	38
b'18'	6672000	6688000	209	9.63900466053161e-10	2.35691980874201e-10	1.79436597352628e-09	0.0963900466053161	41
b'18'	6688000	6704000	411	7.72907579200464e-10	1.68700428222266e-10	1.67205997063192e-09	0.0772907579200464	30
b'18'	6704000	6720000	388	1.0938921962802e-09	3.61765215018069e-10	1.85734036207718e-09	0.10938921962802	49
b'18'	6720000	6736000	145	7.23667026208965e-10	1.43320330509014e-10	1.65305653600512e-09	0.0723667026208965	26
b'18'	6736000	6752000	978	2.55242560290575e-09	1.80689618970159e-09	2.9095663421102e-09	0.255242560290575	92
b'18'	6752000	6768000	545	8.61632043532013e-10	2.33534711054084e-10	1.75439554554596e-09	0.0861632043532013	36
b'18'	6768000	6784000	605	4.86530806265453e-10	9.6629136981133e-11	1.42872268911217e-09	0.0486530806265453	12
b'18'	6784000	6800000	671	1.50702061896556e-09	6.81155610640734e-10	2.06848217399201e-09	0.150702061896556	68
b'18'	6800000	6816000	1088	1.2177922296422e-09	4.38453209934693e-10	1.90053738449853e-09	0.12177922296422	55
b'18'	6816000	6832000	1145	3.45817001198597e-10	1.38423228960039e-11	1.32790767942401e-09	0.0345817001198597	7
b'18'	6832000	6848000	619	7.42291849285161e-10	1.6194515358521e-10	1.67168135908131e-09	0.0742291849285161	27
b'18'	6848000	6864000	1225	1.17790159441523e-09	4.13567585830232e-10	1.90536230275374e-09	0.117790159441523	53
b'18'	6864000	6880000	1219	1.45040736349254e-09	5.8817922876884e-10	2.03241080892989e-09	0.145040736349254	67
b'18'	6880000	6896000	1307	3.16510790422196e-10	0	1.23991726392972e-09	0.0316510790422196	6
b'18'	6896000	6912000	1467	1.53403815360916e-09	6.65805902237154e-10	2.11143361283169e-09	0.153403815360916	69
b'18'	6912000	6928000	1597	1.0866749141103e-09	3.54547932848175e-10	1.85012307990729e-09	0.10866749141103	48
b'18'	6928000	6944000	1108	1.31328462192995e-09	4.2057919290686e-10	1.94136075747478e-09	0.131328462192995	60
b'18'	6944000	6960000	1382	1.16016350773969e-09	3.85524797618182e-10	1.89493476824184e-09	0.116016350773969	51
b'18'	6960000	6976000	1125	8.26437669398641e-10	1.85387351014623e-10	1.73758511022829e-09	0.0826437669398641	33
b'18'	6976000	6992000	904	3.21100283663885e-09	2.48062651610422e-09	3.54241642210259e-09	0.321100283663885	100
b'18'	6992000	7008000	1460	2.46121122514352e-09	1.62331766505296e-09	2.83867072213538e-09	0.246121122514352	91
b'18'	7008000	7024000	1022	1.27181074209242e-09	4.35756302524401e-10	1.95716935639761e-09	0.127181074209242	59
b'18'	7024000	7040000	320	1.30645164170829e-09	4.137462126852e-10	1.93452777725312e-09	0.130645164170829	60
b'18'	7040000	7056000	1234	1.57607820053717e-09	6.6736717327841e-10	2.14446199057104e-09	0.157607820053717	71
b'18'	7056000	7072000	926	1.59310081240525e-09	7.20248198607263e-10	2.1261222282991e-09	0.159310081240525	72
b'18'	7072000	7088000	1001	1.9994611469825e-09	1.19075456472655e-09	2.43972611035752e-09	0.199946114698251	84
b'18'	7088000	7104000	1571	2.17537790146739e-09	1.38111991430957e-09	2.58754462444134e-09	0.217537790146739	88
b'18'	7104000	7120000	712	2.3819943944636e-09	1.64682021182136e-09	2.74233965920187e-09	0.23819943944636	91
b'18'	7120000	7136000	1411	1.85506407243094e-09	1.08731738676057e-09	2.28536723220171e-09	0.185506407243094	80
b'18'	7136000	7152000	1317	8.65798064670246e-10	1.8410092426691e-10	1.74831614550608e-09	0.0865798064670246	36
b'18'	7152000	7168000	1007	1.37961505882388e-09	5.60665453471544e-10	1.99564589627642e-09	0.137961505882388	63
b'18'	7168000	7184000	1320	8.88068104885904e-10	1.85649495497438e-10	1.70019412132211e-09	0.0888068104885904	37
b'18'	7184000	7200000	601	1.34117545332627e-09	5.14235675561335e-10	1.98498217237356e-09	0.134117545332627	61
b'18'	7200000	7216000	661	2.06154341874728e-09	1.25407674744301e-09	2.49571531718081e-09	0.206154341874728	85
b'18'	7216000	7232000	1166	8.42331457081882e-10	2.14234124603954e-10	1.73509495909583e-09	0.0842331457081883	34
b'18'	7232000	7248000	1285	8.52225782199828e-10	2.241284497219e-10	1.74498928421378e-09	0.0852225782199828	35
b'18'	7248000	7264000	642	7.59061270653108e-10	1.5485411967491e-10	1.65821366208457e-09	0.0759061270653108	29
b'18'	7264000	7280000	1062	1.33541765880983e-09	5.08477881044892e-10	1.97922437785712e-09	0.133541765880983	61
b'18'	7280000	7296000	700	1.35325404143789e-09	4.99325088889012e-10	1.9596243620595e-09	0.135325404143789	61
b'18'	7296000	7312000	377	8.45476895480597e-10	2.17379563002669e-10	1.73824039749455e-09	0.0845476895480597	34
b'18'	7312000	7328000	1334	8.35808323226333e-10	2.07710990748405e-10	1.72857182524028e-09	0.0835808323226333	33
b'18'	7328000	7344000	1240	7.60873174749874e-10	1.56666023771676e-10	1.66002556618133e-09	0.0760873174749874	29
b'18'	7344000	7360000	1046	1.09253526806051e-09	3.60408286798383e-10	1.8559834338575e-09	0.109253526806051	49
b'18'	7360000	7376000	1079	6.62636695161258e-10	1.27165949639409e-10	1.5506888686257e-09	0.0662636695161258	23
b'18'	7376000	7392000	1448	1.92988495107751e-09	1.05671930573439e-09	2.39263573876616e-09	0.192988495107751	82
b'18'	7392000	7408000	976	5.66473928803195e-10	7.52706757308028e-11	1.50489095622168e-09	0.0566473928803195	17
b'18'	7408000	7424000	1226	1.56019406058737e-09	6.5148303332861e-10	2.12857785062124e-09	0.156019406058737	70
b'18'	7424000	7440000	1503	1.57881078457087e-09	6.70099757312115e-10	2.14719457460475e-09	0.157881078457087	71
b'18'	7440000	7456000	664	1.55434337570782e-09	6.45632348449062e-10	2.1227271657417e-09	0.155434337570782	70
b'18'	7456000	7472000	1423	2.88322507930872e-09	2.15284875877409e-09	3.21463866477246e-09	0.288322507930872	98
b'18'	7472000	7488000	1133	1.50915484203118e-09	6.83289833706355e-10	2.07061639705763e-09	0.150915484203118	68
b'18'	7488000	7504000	1473	2.02594543079044e-09	1.23980634640492e-09	2.43388177105359e-09	0.202594543079044	85
b'18'	7504000	7520000	1726	1.9257650298461e-09	1.05259938450298e-09	2.38851581753475e-09	0.19257650298461	82
b'18'	7520000	7536000	1158	1.00863416979969e-09	2.64942655872744e-10	1.83931768066593e-09	0.100863416979969	43
b'18'	7536000	7552000	1066	1.90703064975616e-10	0	1.1012194661403e-09	0.0190703064975616	3
b'18'	7552000	7568000	1413	5.95339980012986e-10	7.81624347790375e-11	1.54863958593437e-09	0.0595339980012986	19
b'18'	7568000	7584000	1098	1.70779993875683e-09	8.80799481752487e-10	2.23236159953202e-09	0.170779993875683	76
b'18'	7584000	7600000	1107	8.50055225358377e-10	2.21957892880449e-10	1.74281872737233e-09	0.0850055225358377	35
b'18'	7600000	7616000	1082	2.14110476636718e-09	1.27601963505972e-09	2.55211616905724e-09	0.214110476636718	87
b'18'	7616000	7632000	557	1.2052962765893e-09	4.259572568818e-10	1.88804143144564e-09	0.12052962765893	54
b'18'	7632000	7648000	942	2.64046066515559e-09	1.93537369023858e-09	2.96677362514178e-09	0.264046066515559	94
b'18'	7648000	7664000	945	1.25292725891593e-09	4.16872819347908e-10	1.93828587322112e-09	0.125292725891593	57
b'18'	7664000	7680000	919	4.97810923523425e-10	1.07909254239105e-10	1.44000280637015e-09	0.0497810923523425	13
b'18'	7680000	7696000	1084	4.65787501793266e-12	0	6.03304929168734e-10	0.000465787501793266	1
b'18'	7696000	7712000	507	9.63614530700707e-10	2.35406045521746e-10	1.79408003817383e-09	0.0963614530700707	41
b'18'	7712000	7728000	76	1.08513490278528e-09	3.53007921523151e-10	1.84858306858226e-09	0.108513490278528	48
b'18'	7728000	7744000	313	2.32102262004925e-10	0	1.14716125169717e-09	0.0232102262004925	4
b'18'	7744000	7760000	1117	5.07292493957503e-10	1.17390824673182e-10	1.44948437680422e-09	0.0507292493957503	14
b'18'	7760000	7776000	1272	1.92299209987064e-09	1.04982645452752e-09	2.38574288755929e-09	0.192299209987064	82
b'18'	7776000	7792000	1542	7.12174787483319e-10	1.31828091783367e-10	1.64156429727947e-09	0.0712174787483319	26
b'18'	7792000	7808000	1477	1.31584129367038e-09	4.23135864647294e-10	1.94391742921521e-09	0.131584129367038	61
b'18'	7808000	7824000	1034	8.46206160086057e-10	1.6450901968272e-10	1.72872424092189e-09	0.0846206160086057	34
b'18'	7824000	7840000	1124	1.51386980983274e-09	6.8800480150792e-10	2.0753313648592e-09	0.151386980983274	69
b'18'	7840000	7856000	869	6.86458825971527e-10	1.41869857606238e-10	1.61878349899126e-09	0.0686458825971527	24
b'18'	7856000	7872000	1063	1.99016383713724e-09	1.18145725488128e-09	2.43042880051226e-09	0.199016383713724	84
b'18'	7872000	7888000	1165	1.55641275619133e-09	6.47701728932577e-10	2.12479654622521e-09	0.155641275619133	70
b'18'	7888000	7904000	1086	6.01849308030532e-10	8.46717627965827e-11	1.55514891395192e-09	0.0601849308030532	20
b'18'	7904000	7920000	1032	2.23616118225039e-09	1.40486254676624e-09	2.60491578132865e-09	0.223616118225039	89
b'18'	7920000	7936000	1062	1.21892131480928e-09	4.39582295101775e-10	1.90166646966561e-09	0.121892131480928	55
b'18'	7936000	7952000	1288	1.56953782184425e-09	6.60826794585498e-10	2.13792161187813e-09	0.156953782184425	71
b'18'	7952000	7968000	920	1.1308201926131e-09	3.47444950160675e-10	1.88011545178565e-09	0.11308201926131	50
b'18'	7968000	7984000	1192	6.10065426381843e-10	9.28878811478941e-11	1.56336503230323e-09	0.0610065426381843	20
b'18'	7984000	8000000	1150	1.39447644534854e-09	5.755268399962e-10	2.01050728280108e-09	0.139447644534854	64
b'18'	8000000	8016000	824	3.06982952062742e-09	2.33945320009279e-09	3.40124310609116e-09	0.306982952062742	100
b'18'	8016000	8032000	831	6.9146496238544e-10	1.46875994020151e-10	1.62378963540518e-09	0.069146496238544	24
b'18'	8032000	8048000	530	3.97924617878482e-10	4.15342589874699e-11	1.34262268209874e-09	0.0397924617878482	9
b'18'	8048000	8064000	833	9.33159811494464e-10	2.04951326315503e-10	1.76362531896759e-09	0.0933159811494464	39
b'18'	8064000	8080000	1046	1.57508607414254e-09	6.66375046883784e-10	2.14346986417642e-09	0.157508607414254	71
b'18'	8080000	8096000	559	6.68303916901119e-10	1.3283317137927e-10	1.55635609036556e-09	0.0668303916901119	23
b'18'	8096000	8112000	1172	2.1492256989376e-10	0	1.15749898958729e-09	0.021492256989376	3
b'18'	8112000	8128000	719	2.92129624758322e-09	2.19091992704859e-09	3.25270983304695e-09	0.292129624758322	99
b'18'	8128000	8144000	1374	1.9244974346188e-09	1.05133178927568e-09	2.38724822230745e-09	0.19244974346188	82
b'18'	8144000	8160000	1159	1.88518773494586e-09	1.03481103810878e-09	2.3639595737869e-09	0.188518773494586	81
b'18'	8160000	8176000	1200	1.25636937331002e-09	4.20314933742001e-10	1.94172798761521e-09	0.125636937331002	57
b'18'	8176000	8192000	1344	2.66484105778102e-09	1.89792390299907e-09	2.98878388589867e-09	0.266484105778101	94
b'18'	8192000	8208000	968	1.20698239554649e-09	4.27643375838988e-10	1.88972755040283e-09	0.120698239554649	54
b'18'	8208000	8224000	721	3.05508239361043e-09	2.3247060730758e-09	3.38649597907417e-09	0.305508239361043	100
b'18'	8224000	8240000	1299	1.68597621032774e-09	8.51292793499498e-10	2.21255172130064e-09	0.168597621032774	75
b'18'	8240000	8256000	1341	2.79825094384211e-09	2.06787462330748e-09	3.12966452930585e-09	0.279825094384211	95
b'18'	8256000	8272000	1469	2.13804101666337e-09	1.27295588535591e-09	2.54905241935343e-09	0.213804101666337	87
b'18'	8272000	8288000	1190	1.682439498531e-09	8.47756081702763e-10	2.20901500950391e-09	0.1682439498531	75
b'18'	8288000	8304000	1691	1.97321841654043e-09	1.12495355540966e-09	2.4006024835659e-09	0.197321841654043	83
b'18'	8304000	8320000	1601	1.91709944923081e-09	1.04393380388769e-09	2.37985023691946e-09	0.191709944923081	82
b'18'	8320000	8336000	1521	2.79476698828916e-09	2.06439066775453e-09	3.1261805737529e-09	0.279476698828916	95
b'18'	8336000	8352000	1826	1.68313245690173e-09	8.48449040073489e-10	2.20970796787463e-09	0.168313245690173	75
b'18'	8352000	8368000	1071	1.0794308916884e-09	2.87421161666595e-10	1.81399461264943e-09	0.10794308916884	48
b'18'	8368000	8384000	1693	1.97228076588926e-09	1.1240159047585e-09	2.39966483291473e-09	0.197228076588926	83
b'18'	8384000	8400000	1302	2.55283544191625e-09	1.80730602871209e-09	2.9099761811207e-09	0.255283544191625	93
b'18'	8400000	8416000	1178	1.36224569152496e-09	5.0831673897608e-10	1.96861601214656e-09	0.136224569152496	62
b'18'	8416000	8432000	916	1.16459042352208e-09	3.89951713400568e-10	1.89936168402422e-09	0.116459042352208	52
b'18'	8432000	8448000	1138	5.19735092679769e-10	1.29833423395449e-10	1.46192697552649e-09	0.0519735092679769	15
b'18'	8448000	8464000	916	1.57664590955445e-09	6.6793488229569e-10	2.14502969958832e-09	0.157664590955445	71
b'18'	8464000	8480000	988	8.33096074145356e-10	2.04998741667428e-10	1.72585957615931e-09	0.0833096074145356	33
b'18'	8480000	8496000	646	7.20179980540646e-10	1.39833284840694e-10	1.6495694903368e-09	0.0720179980540646	26
b'18'	8496000	8512000	818	1.62045112879981e-09	7.43797084997702e-10	2.15252893283833e-09	0.162045112879981	73
b'18'	8512000	8528000	792	1.2671882014293e-09	4.10949664412308e-10	1.94839163398026e-09	0.12671882014293	59
b'18'	8528000	8544000	811	1.01924565057789e-09	2.98916919192837e-10	1.81288748616151e-09	0.101924565057789	44
b'18'	8544000	8560000	792	8.18423928683488e-10	1.77373610299471e-10	1.72957136951314e-09	0.0818423928683488	32
b'18'	8560000	8576000	290	1.28706981496785e-10	0	8.52413795417761e-10	0.0128706981496785	2
b'18'	8576000	8592000	770	4.34133618590178e-10	4.58418670605207e-11	1.3777300085031e-09	0.0434133618590178	10
b'18'	8592000	8608000	783	8.94998660484288e-10	1.92580051095822e-10	1.7071246769205e-09	0.0894998660484288	38
b'18'	8608000	8624000	748	8.91155952505507e-10	1.88737343117041e-10	1.70328196894172e-09	0.0891155952505507	38
b'18'	8624000	8640000	444	3.41969707887338e-10	9.99502958474479e-12	1.32406038611275e-09	0.0341969707887338	7
b'18'	8640000	8656000	100	5.1973643837517e-10	1.2983476909085e-10	1.46192832122189e-09	0.051973643837517	15
b'18'	8656000	8672000	283	1.22658784430569e-09	4.47248824598187e-10	1.90933299916202e-09	0.122658784430569	56
b'18'	8672000	8688000	720	3.11543479812634e-10	0	1.23494995332016e-09	0.0311543479812634	6
b'18'	8688000	8704000	928	5.10773558757373e-10	1.20871889473052e-10	1.45296544160409e-09	0.0510773558757373	14
b'18'	8704000	8720000	1044	2.97760511475498e-10	1.92099816113566e-11	1.19843279267655e-09	0.0297760511475498	5
b'18'	8720000	8736000	1054	1.12928939556353e-09	3.45914153111106e-10	1.87858465473608e-09	0.112928939556353	50
b'18'	8736000	8752000	1262	1.23921742722616e-09	3.82978890209162e-10	1.92042085977712e-09	0.123921742722616	56
b'18'	8752000	8768000	975	1.1013528748757e-09	3.69225893613571e-10	1.86480104067268e-09	0.11013528748757	49
b'18'	8768000	8784000	1035	1.68534487982233e-09	8.50661462994086e-10	2.21192039079523e-09	0.168534487982233	75
b'18'	8784000	8800000	1217	1.68251655205286e-09	8.4783313522462e-10	2.20909206302577e-09	0.168251655205286	75
b'18'	8800000	8816000	1054	1.65960977979560e-09	7.96880415458528e-10	2.13395467649044e-09	0.165960977979559	74
b'18'	8816000	8832000	1303	2.87262862515509e-09	2.14225230462046e-09	3.20404221061883e-09	0.287262862515509	98
b'18'	8832000	8848000	1334	1.53433669862593e-09	6.66104447253923e-10	2.11173215784846e-09	0.153433669862593	69
b'18'	8848000	8864000	1065	1.08138773294991e-09	3.49260751687778e-10	1.84483589874689e-09	0.108138773294991	48
b'18'	8864000	8880000	1114	5.95546531611479e-10	1.04343278539087e-10	1.53396355902996e-09	0.0595546531611479	19
b'18'	8880000	8896000	1178	2.86161719841221e-09	2.13124087787758e-09	3.19303078387595e-09	0.286161719841221	97
b'18'	8896000	8912000	857	1.17144153636626e-09	3.9680282624475e-10	1.9062127968684e-09	0.117144153636626	52
b'18'	8912000	8928000	983	9.48423486183202e-10	2.20215001004241e-10	1.77888899365632e-09	0.0948423486183202	40
b'18'	8928000	8944000	1042	1.09101980321641e-09	3.58892821954287e-10	1.8544679690134e-09	0.109101980321641	49
b'18'	8944000	8960000	852	6.00270420875148e-10	1.09067167802756e-10	1.53868744829363e-09	0.0600270420875148	20
b'18'	8960000	8976000	1178	1.62139670410167e-09	7.44742660299562e-10	2.15347450814019e-09	0.162139670410167	74
b'18'	8976000	8992000	1153	1.45423501961905e-09	5.92006884895356e-10	2.0362384650564e-09	0.145423501961905	67
b'18'	8992000	9008000	1082	1.58420653833263e-09	7.11353924534638e-10	2.11722795422647e-09	0.158420653833263	72
b'18'	9008000	9024000	1091	5.37945052798487e-10	8.82902782726327e-11	1.49023747549416e-09	0.0537945052798487	16
b'18'	9024000	9040000	812	1.85764312258749e-09	1.08989643691712e-09	2.28794628235826e-09	0.185764312258749	80
b'18'	9040000	9056000	1203	1.87549530536532e-10	0	1.13012595023006e-09	0.0187549530536532	3
b'18'	9056000	9072000	865	4.94560311110164e-10	3.04768616627914e-11	1.44603711401192e-09	0.0494560311110164	13
b'18'	9072000	9088000	647	5.46061838892966e-10	9.64070643671125e-11	1.49835426158864e-09	0.0546061838892966	16
b'18'	9088000	9104000	1075	9.42618056541588e-10	2.14409571362628e-10	1.77308356401471e-09	0.0942618056541588	40
b'18'	9104000	9120000	1110	5.15127132582879e-10	1.25225463298558e-10	1.4573190154296e-09	0.0515127132582879	15
b'18'	9120000	9136000	931	1.38449612032634e-09	5.65546514974008e-10	2.00052695777889e-09	0.138449612032634	64
b'18'	9136000	9152000	1027	1.85190094062973e-09	1.08415425495936e-09	2.2822041004005e-09	0.185190094062973	80
b'18'	9152000	9168000	1077	7.1072881285452e-10	1.30382117154568e-10	1.64011832265067e-09	0.071072881285452	25
b'18'	9168000	9184000	1012	1.43279328525344e-09	6.07087800711692e-10	2.04148802986167e-09	0.143279328525344	65
b'18'	9184000	9200000	644	1.07711723010915e-09	2.85107500087347e-10	1.81168095107019e-09	0.107711723010915	47
b'18'	9200000	9216000	977	1.25033912311604e-09	3.94100586099043e-10	1.931542555667e-09	0.125033912311604	57
b'18'	9216000	9232000	1004	9.58383825136659e-10	2.30175339957698e-10	1.78884933260978e-09	0.0958383825136659	41
b'18'	9232000	9248000	1254	6.44802387757986e-10	1.54249223002105e-10	1.60522335828849e-09	0.0644802387757986	21
b'18'	9248000	9264000	566	1.18795597941002e-09	4.23621970825021e-10	1.91541668774853e-09	0.118795597941002	53
b'18'	9264000	9280000	514	1.76710091060751e-09	8.60192576066077e-10	2.23645684250552e-09	0.176710091060751	78
b'18'	9280000	9296000	1318	1.48587844210466e-09	6.1385686354729e-10	2.06400362871681e-09	0.148587844210466	68
b'18'	9296000	9312000	962	7.6775137282904e-10	1.63544221850842e-10	1.6669037642605e-09	0.076775137282904	30
b'18'	9312000	9328000	984	1.03521360990698e-09	3.14884878521927e-10	1.8288554454906e-09	0.103521360990698	45
b'18'	9328000	9344000	1085	9.47386353753494e-10	2.19177868574534e-10	1.77785186122662e-09	0.0947386353753494	40
b'18'	9344000	9360000	1296	7.56016709568908e-10	1.5180955859071e-10	1.65516910100037e-09	0.0756016709568908	28
b'18'	9360000	9376000	1120	5.62858493825493e-10	7.16552407531013e-11	1.50127552124397e-09	0.0562858493825493	17
b'18'	9376000	9392000	1328	9.56225977640662e-10	2.28017492461702e-10	1.78669148511378e-09	0.0956225977640662	41
b'18'	9392000	9408000	1408	1.57549030608887e-09	6.66779278830113e-10	2.14387409612275e-09	0.157549030608887	71
b'18'	9408000	9424000	1217	1.06549609256202e-09	3.45167361176968e-10	1.85913792814564e-09	0.106549609256202	47
b'18'	9424000	9440000	917	1.01749440801786e-09	3.07154686252266e-10	1.86588773583036e-09	0.101749440801786	44
b'18'	9440000	9456000	1118	9.59199765114877e-10	2.30991279935916e-10	1.789665272588e-09	0.0959199765114877	41
b'18'	9456000	9472000	1052	2.52600885516554e-09	1.81226413628235e-09	2.88496999375678e-09	0.252600885516554	92
b'18'	9472000	9488000	785	1.14243225741512e-09	3.59057014962699e-10	1.89172751658768e-09	0.114243225741512	51
b'18'	9488000	9504000	986	6.4803858583542e-10	1.5748542107954e-10	1.60845955636593e-09	0.064803858583542	22
b'18'	9504000	9520000	949	7.09287651321423e-10	1.64698682956133e-10	1.64161232434116e-09	0.0709287651321423	25
b'18'	9520000	9536000	1220	6.08451040465621e-10	9.12734952316723e-11	1.56175064638701e-09	0.0608451040465621	20
b'18'	9536000	9552000	1368	5.89143712892905e-10	9.79404598205128e-11	1.52756074031139e-09	0.0589143712892905	19
b'18'	9552000	9568000	741	1.57835175291738e-09	6.69640725658618e-10	2.14673554295125e-09	0.157835175291738	71
b'18'	9568000	9584000	963	9.50491271768463e-10	2.22282786589503e-10	1.78095677924158e-09	0.0950491271768463	40
b'18'	9584000	9600000	1305	1.9724422493374e-09	1.12417738820663e-09	2.39982631636287e-09	0.19724422493374	83
b'18'	9600000	9616000	1018	1.58242157306417e-09	7.0956895926618e-10	2.11544298895801e-09	0.158242157306417	72
b'18'	9616000	9632000	1148	2.40484245263791e-10	0	1.20406125788863e-09	0.0240484245263791	4
b'18'	9632000	9648000	1330	8.68983652269239e-10	2.40886319791311e-10	1.76174715428319e-09	0.0868983652269239	37
